Review,Suicide,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming,Skor,Sentimen,Label
aku sangat lelah aku hanya ingin tidur tapi aku takut dengan apa yang mungkin aku impikan aku kira itu hanya salahku sendiri aku kira semua masalahku adalah kesalahanku sendiri aku dengar itu seharusnya membuatku merasa lebih baik karena itu berarti aku bisa bekerja untuk menjadi lebih baik dan mengubah keadaan itu hanya membuatku merasa lebih buruk karena aku tahu aku tidak akan orang tidak peduli jika aku mati aku sudah bertanya setidaknya agar aku bisa istirahat aku tidak akan lelah aku tidak akan lelah,Potential Suicide post ,aku sangat lelah aku hanya ingin tidur tapi aku takut dengan apa yang mungkin aku impikan aku kira itu hanya salahku sendiri aku kira semua masalahku adalah kesalahanku sendiri aku dengar itu seharusnya membuatku merasa lebih baik karena itu berarti aku bisa bekerja untuk menjadi lebih baik dan mengubah keadaan itu hanya membuatku merasa lebih buruk karena aku tahu aku tidak akan orang tidak peduli jika aku mati aku sudah bertanya setidaknya agar aku bisa istirahat aku tidak akan lelah aku tidak akan lelah,aku sangat lelah aku hanya ingin tidur tapi aku takut dengan apa yang mungkin aku impikan aku kira itu hanya salahku sendiri aku kira semua masalahku adalah kesalahanku sendiri aku dengar itu seharusnya membuatku merasa lebih baik karena itu berarti aku bisa bekerja untuk menjadi lebih baik dan mengubah keadaan itu hanya membuatku merasa lebih buruk karena aku tahu aku tidak akan orang tidak peduli jika aku mati aku sudah bertanya setidaknya agar aku bisa istirahat aku tidak akan lelah aku tidak akan lelah,aku sangat lelah aku hanya ingin tidur tapi aku takut dengan apa yang mungkin aku impikan aku kira itu hanya salahku sendiri aku kira semua masalahku adalah kesalahanku sendiri aku dengar itu seharusnya membuatku merasa lebih baik karena itu berarti aku bisa bekerja untuk menjadi lebih baik dan mengubah keadaan itu hanya membuatku merasa lebih buruk karena aku tahu aku tidak akan orang tidak peduli jika aku mati aku sudah bertanya setidaknya agar aku bisa istirahat aku tidak akan lelah aku tidak akan lelah,"['aku', 'sangat', 'lelah', 'aku', 'hanya', 'ingin', 'tidur', 'tapi', 'aku', 'takut', 'dengan', 'apa', 'yang', 'mungkin', 'aku', 'impikan', 'aku', 'kira', 'itu', 'hanya', 'salahku', 'sendiri', 'aku', 'kira', 'semua', 'masalahku', 'adalah', 'kesalahanku', 'sendiri', 'aku', 'dengar', 'itu', 'seharusnya', 'membuatku', 'merasa', 'lebih', 'baik', 'karena', 'itu', 'berarti', 'aku', 'bisa', 'bekerja', 'untuk', 'menjadi', 'lebih', 'baik', 'dan', 'mengubah', 'keadaan', 'itu', 'hanya', 'membuatku', 'merasa', 'lebih', 'buruk', 'karena', 'aku', 'tahu', 'aku', 'tidak', 'akan', 'orang', 'tidak', 'peduli', 'jika', 'aku', 'mati', 'aku', 'sudah', 'bertanya', 'setidaknya', 'agar', 'aku', 'bisa', 'istirahat', 'aku', 'tidak', 'akan', 'lelah', 'aku', 'tidak', 'akan', 'lelah']","['lelah', 'tidur', 'takut', 'impikan', 'salahku', 'masalahku', 'kesalahanku', 'dengar', 'membuatku', 'mengubah', 'membuatku', 'buruk', 'orang', 'peduli', 'mati', 'istirahat', 'lelah', 'lelah']",lelah tidur takut impikan salahku masalahku kesalahanku dengar membuatku mengubah membuatku buruk orang peduli mati istirahat lelah lelah,lelah tidur takut impi salah masalah salah dengar buat ubah buat buruk orang peduli mati istirahat lelah lelah,-37.0,negatif,0
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place ,Potential Suicide post ,i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,i think my moment is coming itu seems that the pieces of my life are already set itu seems that fate sok wants my mom will leave the house for a while for her work seems tapi be my opportunity tapi be free nobody cares if i die every day i get up and i think about suicide and how tapi carry itu out i wish i had a gun i think i will find a way tapi di itu ive already lost everything i can not enjoy my music like before the girl i like is ini love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,"['i', 'think', 'my', 'moment', 'is', 'coming', 'itu', 'seems', 'that', 'the', 'pieces', 'of', 'my', 'life', 'are', 'already', 'set', 'itu', 'seems', 'that', 'fate', 'sok', 'wants', 'my', 'mom', 'will', 'leave', 'the', 'house', 'for', 'a', 'while', 'for', 'her', 'work', 'seems', 'tapi', 'be', 'my', 'opportunity', 'tapi', 'be', 'free', 'nobody', 'cares', 'if', 'i', 'die', 'every', 'day', 'i', 'get', 'up', 'and', 'i', 'think', 'about', 'suicide', 'and', 'how', 'tapi', 'carry', 'itu', 'out', 'i', 'wish', 'i', 'had', 'a', 'gun', 'i', 'think', 'i', 'will', 'find', 'a', 'way', 'tapi', 'di', 'itu', 'ive', 'already', 'lost', 'everything', 'i', 'can', 'not', 'enjoy', 'my', 'music', 'like', 'before', 'the', 'girl', 'i', 'like', 'is', 'ini', 'love', 'with', 'someone', 'else', 'i', 'have', 'no', 'friends', 'and', 'i', 'never', 'had', 'a', 'girlfriend', 'that', 'disgust', 'of', 'life', 'maybe', 'is', 'better', 'leave', 'this', 'place']","['think', 'moment', 'coming', 'seems', 'pieces', 'life', 'already', 'set', 'seems', 'fate', 'sok', 'wants', 'mom', 'leave', 'house', 'work', 'seems', 'opportunity', 'free', 'nobody', 'cares', 'die', 'every', 'day', 'get', 'think', 'suicide', 'carry', 'wish', 'gun', 'think', 'find', 'way', 'ive', 'already', 'lost', 'everything', 'enjoy', 'music', 'like', 'girl', 'like', 'love', 'someone', 'else', 'friends', 'never', 'girlfriend', 'disgust', 'life', 'maybe', 'better', 'leave', 'place']",think moment coming seems pieces life already set seems fate sok wants mom leave house work seems opportunity free nobody cares die every day get think suicide carry wish gun think find way ive already lost everything enjoy music like girl like love someone else friends never girlfriend disgust life maybe better leave place,think moment coming seems pieces life already set seems fate sok wants mom leave house work seems opportunity free nobody cares die every day get think suicide carry wish gun think find way ive already lost everything enjoy music like girl like love someone else friends never girlfriend disgust life maybe better leave place,-11.0,negatif,0
wow aku baru bangun dan ada tas di samping tempat tidurku.aku benci alkohol!apa yang terjadi malam ini?!?!terima kasih semuanya yang datang ke makan malam ulang tahunku,Not Suicide post,wow aku baru bangun dan ada tas di samping tempat tidurku aku benci alkohol apa yang terjadi malam ini terima kasih semuanya yang datang ke makan malam ulang tahunku,wow aku baru bangun dan ada tas di samping tempat tidurku aku benci alkohol apa yang terjadi malam ini terima kasih semuanya yang datang ke makan malam ulang tahunku,wow aku baru bangun dan ada tas di samping tempat tidurku aku benci alkohol apa yang terjadi malam ini terima kasih semuanya yang datang ke makan malam ulang tahunku,"['wow', 'aku', 'baru', 'bangun', 'dan', 'ada', 'tas', 'di', 'samping', 'tempat', 'tidurku', 'aku', 'benci', 'alkohol', 'apa', 'yang', 'terjadi', 'malam', 'ini', 'terima', 'kasih', 'semuanya', 'yang', 'datang', 'ke', 'makan', 'malam', 'ulang', 'tahunku']","['wow', 'bangun', 'tas', 'samping', 'tidurku', 'benci', 'alkohol', 'malam', 'terima', 'kasih', 'makan', 'malam', 'ulang', 'tahunku']",wow bangun tas samping tidurku benci alkohol malam terima kasih makan malam ulang tahunku,wow bangun tas samping tidur benci alkohol malam terima kasih makan malam ulang tahun,-14.0,negatif,0
@lejeff oh celana!Saya sedang berkumpul dengan orang-orang tua di Inggris Defo b up 4 1 ketika saya kembali.meskipun,Not Suicide post,oh celana Saya sedang berkumpul dengan orang orang tua di Inggris Defo b up ketika saya kembali meskipun,oh celana saya sedang berkumpul dengan orang orang tua di inggris defo b up ketika saya kembali meskipun,oh celana saya sedang berkumpul dengan orang orang tua di inggris defo b up ketika saya kembali meskipun,"['oh', 'celana', 'saya', 'sedang', 'berkumpul', 'dengan', 'orang', 'orang', 'tua', 'di', 'inggris', 'defo', 'b', 'up', 'ketika', 'saya', 'kembali', 'meskipun']","['oh', 'celana', 'berkumpul', 'orang', 'orang', 'tua', 'inggris', 'defo', 'b']",oh celana berkumpul orang orang tua inggris defo b,oh celana kumpul orang orang tua inggris defo b,-4.0,negatif,0
@ thatswhack74 SIAPA SAYA INGIN BEBERAPA JUGA,Not Suicide post,thatswhack SIAPA SAYA INGIN BEBERAPA JUGA,thatswhack siapa saya ingin beberapa juga,thatswhack siapa saya ingin beberapa juga,"['thatswhack', 'siapa', 'saya', 'ingin', 'beberapa', 'juga']",['thatswhack'],thatswhack,thatswhack,0.0,negatif,0
#totd faves: Waktunya tidur...selamat malam/siang...sampai jumpa besok pagi...kalau kamu...: faves: Waktunya tidur.. http://ad.vu/c2sh,Not Suicide post,faves Waktunya tidur selamat malam siang sampai jumpa besok pagi kalau kamu faves Waktunya tidur,faves waktunya tidur selamat malam siang sampai jumpa besok pagi kalau kamu faves waktunya tidur,faves waktunya tidur selamat malam siang sampai jumpa besok pagi kalau kamu faves waktunya tidur,"['faves', 'waktunya', 'tidur', 'selamat', 'malam', 'siang', 'sampai', 'jumpa', 'besok', 'pagi', 'kalau', 'kamu', 'faves', 'waktunya', 'tidur']","['faves', 'tidur', 'selamat', 'malam', 'siang', 'jumpa', 'besok', 'pagi', 'faves', 'tidur']",faves tidur selamat malam siang jumpa besok pagi faves tidur,faves tidur selamat malam siang jumpa besok pagi faves tidur,-5.0,negatif,0
Saya tidak ingin Anda melihat lukisan itu sampai selesai.,Not Suicide post,Saya tidak ingin Anda melihat lukisan itu sampai selesai,saya tidak ingin anda melihat lukisan itu sampai selesai,saya tidak ingin anda melihat lukisan itu sampai selesai,"['saya', 'tidak', 'ingin', 'anda', 'melihat', 'lukisan', 'itu', 'sampai', 'selesai']","['lukisan', 'selesai']",lukisan selesai,lukis selesai,-2.0,negatif,0
"Aku sangat lelah hidup dari gaji ke gaji.Jika ada scammer yang ingin DM, silakan lakukan ðð",Potential Suicide post ,Aku sangat lelah hidup dari gaji ke gaji Jika ada scammer yang ingin DM silakan lakukan ðð,aku sangat lelah hidup dari gaji ke gaji jika ada scammer yang ingin dm silakan lakukan ðð,aku sangat lelah hidup dari gaji ke gaji jika ada scammer yang ingin dm silakan lakukan ðð,"['aku', 'sangat', 'lelah', 'hidup', 'dari', 'gaji', 'ke', 'gaji', 'jika', 'ada', 'scammer', 'yang', 'ingin', 'dm', 'silakan', 'lakukan', 'ðð']","['lelah', 'hidup', 'gaji', 'gaji', 'scammer', 'dm', 'silakan', 'lakukan', 'ðð']",lelah hidup gaji gaji scammer dm silakan lakukan ðð,lelah hidup gaji gaji scammer dm sila laku ,-11.0,negatif,0
"Ya, aku akan melakukan serangan media sosial sepenuhnya sampai aku mengubah diriku sepenuhnya.Saya akan melupakan semua hal yang kacau itu... https://t.co/d2baPJ9Q6c",Potential Suicide post ,Ya aku akan melakukan serangan media sosial sepenuhnya sampai aku mengubah diriku sepenuhnya Saya akan melupakan semua hal yang kacau itu,ya aku akan melakukan serangan media sosial sepenuhnya sampai aku mengubah diriku sepenuhnya saya akan melupakan semua hal yang kacau itu,ya aku akan melakukan serangan media sosial sepenuhnya sampai aku mengubah diriku sepenuhnya saya akan melupakan semua hal yang kacau itu,"['ya', 'aku', 'akan', 'melakukan', 'serangan', 'media', 'sosial', 'sepenuhnya', 'sampai', 'aku', 'mengubah', 'diriku', 'sepenuhnya', 'saya', 'akan', 'melupakan', 'semua', 'hal', 'yang', 'kacau', 'itu']","['serangan', 'media', 'sosial', 'sepenuhnya', 'mengubah', 'diriku', 'sepenuhnya', 'melupakan', 'kacau']",serangan media sosial sepenuhnya mengubah diriku sepenuhnya melupakan kacau,serang media sosial sepenuh ubah diri sepenuh lupa kacau,-4.0,negatif,0
- Duduk di studio berbicara dengan Danniee Beee yang mengabaikan saya karena dia menambahkan teman ke Facebook-nya; sampai dia membaca ini,Not Suicide post,Duduk di studio berbicara dengan Danniee Beee yang mengabaikan saya karena dia menambahkan teman ke Facebook nya sampai dia membaca ini,duduk di studio berbicara dengan danniee beee yang mengabaikan saya karena dia menambahkan teman ke facebook nya sampai dia membaca ini,duduk di studio berbicara dengan danniee beee yang mengabaikan saya karena dia menambahkan teman ke facebook ya sampai dia membaca ini,"['duduk', 'di', 'studio', 'berbicara', 'dengan', 'danniee', 'beee', 'yang', 'mengabaikan', 'saya', 'karena', 'dia', 'menambahkan', 'teman', 'ke', 'facebook', 'ya', 'sampai', 'dia', 'membaca', 'ini']","['duduk', 'studio', 'berbicara', 'danniee', 'beee', 'mengabaikan', 'teman', 'facebook', 'membaca']",duduk studio berbicara danniee beee mengabaikan teman facebook membaca,duduk studio bicara danniee beee abai teman facebook baca,-4.0,negatif,0
Ini adalah hubungan yang mungkin ingin dia wujudkan jika pria itu tidak terlibat dalam sesuatu yang ilegal.,Not Suicide post,Ini adalah hubungan yang mungkin ingin dia wujudkan jika pria itu tidak terlibat dalam sesuatu yang ilegal,ini adalah hubungan yang mungkin ingin dia wujudkan jika pria itu tidak terlibat dalam sesuatu yang ilegal,ini adalah hubungan yang mungkin ingin dia wujudkan jika pria itu tidak terlibat dalam sesuatu yang ilegal,"['ini', 'adalah', 'hubungan', 'yang', 'mungkin', 'ingin', 'dia', 'wujudkan', 'jika', 'pria', 'itu', 'tidak', 'terlibat', 'dalam', 'sesuatu', 'yang', 'ilegal']","['hubungan', 'wujudkan', 'pria', 'terlibat', 'ilegal']",hubungan wujudkan pria terlibat ilegal,hubung wujud pria libat ilegal,-1.0,negatif,0
@janniesTWbox Tapi penurunannya terus mengikuti saya!Neh gaat alweer stuk beter gelukkig.Hanya satu hari saja!,Not Suicide post,Tapi penurunannya terus mengikuti saya Neh gaat alweer stuk beter gelukkig Hanya satu hari saja,tapi penurunannya terus mengikuti saya neh gaat alweer stuk beter gelukkig hanya satu hari saja,tapi penurunannya terus mengikuti saya nih gaat alweer stuk beter gelukkig hanya satu hari saja,"['tapi', 'penurunannya', 'terus', 'mengikuti', 'saya', 'nih', 'gaat', 'alweer', 'stuk', 'beter', 'gelukkig', 'hanya', 'satu', 'hari', 'saja']","['penurunannya', 'mengikuti', 'nih', 'gaat', 'alweer', 'stuk', 'beter', 'gelukkig']",penurunannya mengikuti nih gaat alweer stuk beter gelukkig,turun ikut nih gaat alweer stuk beter gelukkig,-6.0,negatif,0
Menginstal meebO di http://pkab.wordpress.com.Sekarang Anda dapat berbicara dengan saya ketika saya sedang online.,Not Suicide post,Menginstal meebO di Anda dapat berbicara dengan saya ketika saya sedang online,menginstal meebo di anda dapat berbicara dengan saya ketika saya sedang online,menginstal meebo di anda dapat berbicara dengan saya ketika saya sedang online,"['menginstal', 'meebo', 'di', 'anda', 'dapat', 'berbicara', 'dengan', 'saya', 'ketika', 'saya', 'sedang', 'online']","['menginstal', 'meebo', 'berbicara', 'online']",menginstal meebo berbicara online,menginstal meebo bicara online,0.0,negatif,0
Bayiku lelah.,Not Suicide post,Bayiku lelah,bayiku lelah,bayiku lelah,"['bayiku', 'lelah']","['bayiku', 'lelah']",bayiku lelah,bayi lelah,-6.0,negatif,0
Selesai dengan stres,Not Suicide post,Selesai dengan stres,selesai dengan stres,selesai dengan stres,"['selesai', 'dengan', 'stres']","['selesai', 'stres']",selesai stres,selesai stres,-8.0,negatif,0
RT @soieange: Tujuan utama saya adalah untuk tidak berakhir seperti semua orang sengsara di sekitar saya yang menetap dalam hidup dan terus-menerus merasa getir…,Potential Suicide post ,Tujuan utama saya adalah untuk tidak berakhir seperti semua orang sengsara di sekitar saya yang menetap dalam hidup dan terus menerus merasa getir…,tujuan utama saya adalah untuk tidak berakhir seperti semua orang sengsara di sekitar saya yang menetap dalam hidup dan terus menerus merasa getir…,tujuan utama saya adalah untuk tidak berakhir seperti semua orang sengsara di sekitar saya yang menetap dalam hidup dan terus menerus merasa getir…,"['tujuan', 'utama', 'saya', 'adalah', 'untuk', 'tidak', 'berakhir', 'seperti', 'semua', 'orang', 'sengsara', 'di', 'sekitar', 'saya', 'yang', 'menetap', 'dalam', 'hidup', 'dan', 'terus', 'menerus', 'merasa', 'getir…']","['tujuan', 'utama', 'orang', 'sengsara', 'menetap', 'hidup', 'menerus', 'getir…']",tujuan utama orang sengsara menetap hidup menerus getir…,tuju utama orang sengsara tetap hidup terus getir,-14.0,negatif,0
